label,text
"98313, T-cell large granular lymphocytic leukemia",T-cell large granular lymphocytic leukemia
"98323, Prolymphocytic leukemia, NOS","Prolymphocytic leukemia, NOS"
"98333, Prolymphocytic leukemia, B-cell type","Prolymphocytic leukemia, B-cell type"
"98343, Prolymphocytic leukemia, T-cell type","Prolymphocytic leukemia, T-cell type"
"98353, Precursor cell lymphoblastic leukemia, NOS","Precursor cell lymphoblastic leukemia, NOS"
"98373, Precursor T-cell lymphoblastic leukemia",Precursor T-cell lymphoblastic leukemia
"98403, Acute erythroid leukemia",Acute erythroid leukemia
"98603, Myeloid leukemia, NOS","Myeloid leukemia, NOS"
"98613, Acute myeloid leukemia, NOS","Acute myeloid leukemia, NOS"
"98633, Chronic myeloid leukemia, NOS","Chronic myeloid leukemia, NOS"
"98653, Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214",Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214
"98663, Acute promyelocytic leukemia, t(15;17)(q22;q11-12)","Acute promyelocytic leukemia, t(15;17)(q22;q11-12)"
"98673, Acute myelomonocytic leukemia, NOS","Acute myelomonocytic leukemia, NOS"
"98693, Acute myeloid leukemia with inv(3)(q21;q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1",Acute myeloid leukemia with inv(3)(q21;q26.2) or t(3;3)(q21;q26.2); RPN1-EVI1
"98703, Acute basophilic leukemia",Acute basophilic leukemia
"98713, Acute myeloid leukemia with abnormal marrow eosinophils",Acute myeloid leukemia with abnormal marrow eosinophils
"98723, Acute myeloid leukemia, minimal differentiation","Acute myeloid leukemia, minimal differentiation"
"98733, Acute myeloid leukemia without maturation",Acute myeloid leukemia without maturation
"98743, Acute myeloid leukemia with maturation",Acute myeloid leukemia with maturation
"98753, Chronic myeloid leukemia, BCR/ABL positive","Chronic myeloid leukemia, BCR/ABL positive"
"98763, Atypical chronic myeloid leukemia, BCR/ABL negative","Atypical chronic myeloid leukemia, BCR/ABL negative"
"98773, Acute myeloid leukemia with mutated NPM1",Acute myeloid leukemia with mutated NPM1
"98783, Acute myeloid leukemia with biallelic mutation of CEBPA",Acute myeloid leukemia with biallelic mutation of CEBPA
"98793, Acute myeloid leukemia with mutated RUNX1",Acute myeloid leukemia with mutated RUNX1
"98913, Acute monocytic leukemia",Acute monocytic leukemia
"98953, Acute myeloid leukemia with myelodysplasia-related changes",Acute myeloid leukemia with myelodysplasia-related changes
"98963, Acute myeloid leukemia, t(8;21)(q22;q22)","Acute myeloid leukemia, t(8;21)(q22;q22)"
"98973, Acute myeloid leukemia, 11q23 abnormalities","Acute myeloid leukemia, 11q23 abnormalities"
"98981, Transient abnormal myelopoiesis",Transient abnormal myelopoiesis
"98983, Myeloid leukemia associated with Down syndrome",Myeloid leukemia associated with Down syndrome
"99103, Acute megakaryoblastic leukemia",Acute megakaryoblastic leukemia
"99113, Acute myeloid leukemia",Acute myeloid leukemia
"99123, Acute myeloid leukemia with BCR-ABL1",Acute myeloid leukemia with BCR-ABL1
"99203, Therapy-related myeloid neoplasm",Therapy-related myeloid neoplasm
"99303, Myeloid sarcoma",Myeloid sarcoma
"99313, Acute panmyelosis with myelofibrosis",Acute panmyelosis with myelofibrosis
"99403, Hairy cell leukemia, NOS","Hairy cell leukemia, NOS"
"99453, Chronic myelomonocytic leukemia, NOS","Chronic myelomonocytic leukemia, NOS"
"99463, Juvenile myelomonocytic leukemia, NOS","Juvenile myelomonocytic leukemia, NOS"
"99483, Aggressive NK-cell leukemia",Aggressive NK-cell leukemia
"99503, Polycythemia vera",Polycythemia vera
"99603, Myeloproliferative neoplasm, NOS","Myeloproliferative neoplasm, NOS"
"99613, Primary myelofibrosis",Primary myelofibrosis
"99623, Essential thrombocythemia",Essential thrombocythemia
"99633, Chronic neutrophilic leukemia",Chronic neutrophilic leukemia
"99643, Chronic eosinophilic leukemia",Chronic eosinophilic leukemia
"99653, Myeloid or lymphoid neoplasm with PDGFRA rearrangement",Myeloid or lymphoid neoplasm with PDGFRA rearrangement
"99663, Myeloid neoplasm with PDGFRB rearrangement",Myeloid neoplasm with PDGFRB rearrangement
"99673, Myeloid or lymphoid neoplasm with FGFR1 abnormalities",Myeloid or lymphoid neoplasm with FGFR1 abnormalities
"99683, Myeloid or lymphoid neoplasm with PCM1-JAK2",Myeloid or lymphoid neoplasm with PCM1-JAK2
"99701, Lymphoproliferative disorder, NOS","Lymphoproliferative disorder, NOS"
"99711, Post-transplant lymphoproliferative disorder, NOS","Post-transplant lymphoproliferative disorder, NOS"
"99753, Myeloproliferative neoplasm, unclassifiable","Myeloproliferative neoplasm, unclassifiable"
"99803, Myelodysplastic syndrome with single lineage dysplasia",Myelodysplastic syndrome with single lineage dysplasia
"99823, Myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia",Myelodysplastic syndrome with ring sideroblasts and single lineage dysplasia
"99833, Myelodysplastic syndrome with excess blasts",Myelodysplastic syndrome with excess blasts
"99843, Refractory anemia with excess blasts in transformation",Refractory anemia with excess blasts in transformation
"99853, Myelodysplastic syndrome with multilineage dysplasia",Myelodysplastic syndrome with multilineage dysplasia
"99863, Myelodysplastic syndrome with isolated del",Myelodysplastic syndrome with isolated del
"99873, Therapy-related myelodysplastic syndrome, NOS","Therapy-related myelodysplastic syndrome, NOS"
"99893, Myelodysplastic syndrome, NOS","Myelodysplastic syndrome, NOS"
"99933, Myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia",Myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia
