label,text
"J01XA01, Vancomycin",Vancomycin
"J01XA02, Teicoplanin",Teicoplanin
"J01XA03, Telavancin",Telavancin
"J01XA04, Dalbavancin",Dalbavancin
"J01XA05, Oritavancin",Oritavancin
"J01XB, Polymyxins",Polymyxins
"J01XB01, Colistin",Colistin
"J01XB02, PolymyxinB",PolymyxinB
"J01XC, Steroidantibacterials",Steroidantibacterials
"J01XC01, Fusidicacid",Fusidicacid
"J01XD, Imidazolederivatives",Imidazolederivatives
"J01XD01, Metronidazole",Metronidazole
"J01XD02, Tinidazole",Tinidazole
"J01XD03, Ornidazole",Ornidazole
"J01XE, Nitrofuranderivatives",Nitrofuranderivatives
"J01XE01, Nitrofurantoin",Nitrofurantoin
"J01XE02, Nifurtoinol",Nifurtoinol
"J01XE03, Furazidin",Furazidin
"J01XE51, Nitrofurantoincombinations",Nitrofurantoincombinations
"J01XX, Otherantibacterials",Otherantibacterials
"J01XX01, Fosfomycin",Fosfomycin
"J01XX02, Xibornol",Xibornol
"J01XX03, Clofoctol",Clofoctol
"J01XX04, Spectinomycin",Spectinomycin
"J01XX05, Methenamine",Methenamine
"J01XX06, Mandelicacid",Mandelicacid
"J01XX07, Nitroxoline",Nitroxoline
"J01XX08, Linezolid",Linezolid
"J01XX09, Daptomycin",Daptomycin
"J01XX10, Bacitracin",Bacitracin
"J01XX11, Tedizolid",Tedizolid
"J02, Antimycotic drugs",Antimycotic drugs
"J02A, Antimycotics for systemic use",Antimycotics for systemic use
"J02AA, Antibiotics",Antibiotics
"J02AA01, AmphotericinB",AmphotericinB
"J02AA02, Hachimycin",Hachimycin
"J02AB, Imidazolederivatives",Imidazolederivatives
"J02AB01, Miconazole",Miconazole
"J02AB02, Ketoconazole",Ketoconazole
"J02AC, Triazolederivatives",Triazolederivatives
"J02AC01, Fluconazole",Fluconazole
"J02AC02, Itraconazole",Itraconazole
"J02AC03, Voriconazole",Voriconazole
"J02AC04, Posaconazole",Posaconazole
"J02AC05, Isavuconazole",Isavuconazole
"J02AX, Otherantimycoticsforsystemicuse",Otherantimycoticsforsystemicuse
"J02AX01, Flucytosine",Flucytosine
"J02AX04, Caspofungin",Caspofungin
"J02AX05, Micafungin",Micafungin
"J02AX06, Anidulafungin",Anidulafungin
"J04, Antimycobacterials",Antimycobacterials
"J04A, Drugs for treatment of tuberculosis",Drugs for treatment of tuberculosis
"J04AA, Aminosalicylicacidandderivatives",Aminosalicylicacidandderivatives
"J04AA01, Aminosalicylicacid",Aminosalicylicacid
"J04AA02, Sodiumaminosalicylate",Sodiumaminosalicylate
"J04AA03, Calciumaminosalicylate",Calciumaminosalicylate
"J04AB, Antibiotics",Antibiotics
"J04AB01, Cycloserine",Cycloserine
"J04AB02, Rifampicin",Rifampicin
"J04AB03, Rifamycin",Rifamycin
"J04AB04, Rifabutin",Rifabutin
"J04AB05, Rifapentin",Rifapentin
"J04AB30, Capreomycin",Capreomycin
"J04AC, Hydrazides",Hydrazides
"J04AC01, Isoniazid",Isoniazid
"J04AC51, Isoniazid,combinations","Isoniazid,combinations"
"J04AD, Thiocarbamidederivatives",Thiocarbamidederivatives
"J04AD01, Protionamide",Protionamide
"J04AD02, Tiocarlide",Tiocarlide
"J04AD03, Ethionamide",Ethionamide
"J04AK, Otherdrugsfortreatmentoftuberculosis",Otherdrugsfortreatmentoftuberculosis
"J04AK01, Pyrazinamide",Pyrazinamide
"J04AK02, Ethambutol",Ethambutol
"J04AK03, Terizidone",Terizidone
"J04AK04, Morinamide",Morinamide
"J04AK05, Bedaquiline",Bedaquiline
"J04AK06, Delamanid",Delamanid
"J04AK07, Thioacetazone",Thioacetazone
"J04AM, Combinationsofdrugsfortreatmentoftuberculosis",Combinationsofdrugsfortreatmentoftuberculosis
"J04AM01, Streptomycinandisoniazid",Streptomycinandisoniazid
"J04AM02, Rifampicinandisoniazid",Rifampicinandisoniazid
"J04AM03, Ethambutolandisoniazid",Ethambutolandisoniazid
"J04AM04, Thioacetazoneandisoniazid",Thioacetazoneandisoniazid
"J04AM05, Rifampicin,pyrazinamideandisoniazid","Rifampicin,pyrazinamideandisoniazid"
"J04AM06, Rifampicin,pyrazinamide,ethambutolandisoniazid","Rifampicin,pyrazinamide,ethambutolandisoniazid"
"J04BA, Drugs for treatment of lepra",Drugs for treatment of lepra
"J04BA01, Clofazimine",Clofazimine
"J04BA02, Dapsone",Dapsone
"J04BA03, Aldesulfonesodium",Aldesulfonesodium
"J05, Antiviral drugs",Antiviral drugs
"J05A, Direct acting antiviral drugs",Direct acting antiviral drugs
"J05AA, Thiosemicarbazones",Thiosemicarbazones
"J05AA01, Metisazone",Metisazone
"J05AB, Nucleosidesandnucleotidesexcludingreversetranscriptaseinhibitors",Nucleosidesandnucleotidesexcludingreversetranscriptaseinhibitors
"J05AB01, Aciclovir",Aciclovir
"J05AB02, Idoxuridine",Idoxuridine
"J05AB03, Vidarabine",Vidarabine
"J05AB04, Ribavirin",Ribavirin
"J05AB06, Ganciclovir",Ganciclovir
"J05AB09, Famciclovir",Famciclovir
"J05AB11, Valaciclovir",Valaciclovir
"J05AB12, Cidofovir",Cidofovir
"J05AB13, Penciclovir",Penciclovir
"J05AB14, Valganciclovir",Valganciclovir
"J05AB15, Brivudine",Brivudine
"J05AB54, Ribavirin,combinations","Ribavirin,combinations"
"J05AC, Cyclicamines",Cyclicamines
"J05AC02, Rimantadine",Rimantadine
"J05AC03, Tromantadine",Tromantadine
"J05AD, Phosphonicacidderivatives",Phosphonicacidderivatives
"J05AD01, Foscarnet",Foscarnet
"J05AD02, Fosfonet",Fosfonet
"J05AE, Proteaseinhibitors",Proteaseinhibitors
"J05AE01, Saquinavir",Saquinavir
"J05AE02, Indinavir",Indinavir
"J05AE03, Ritonavir",Ritonavir
"J05AE04, Nelfinavir",Nelfinavir
"J05AE05, Amprenavir",Amprenavir
"J05AE07, Fosamprenavir",Fosamprenavir
"J05AE08, Atazanavir",Atazanavir
"J05AE09, Tipranavir",Tipranavir
"J05AE10, Darunavir",Darunavir
"J05AE11, Telaprevir",Telaprevir
"J05AE12, Boceprevir",Boceprevir
"J05AE13, Faldaprevir",Faldaprevir
"J05AE14, Simeprevir",Simeprevir
"J05AE15, Asunaprevir",Asunaprevir
"J05AF, Nucleosideandnucleotidereversetranscriptaseinhibitors",Nucleosideandnucleotidereversetranscriptaseinhibitors
"J05AF01, Zidovudine",Zidovudine
"J05AF02, Didanosine",Didanosine
"J05AF03, Zalcitabine",Zalcitabine
"J05AF04, Stavudine",Stavudine
"J05AF05, Lamivudine",Lamivudine
"J05AF06, Abacavir",Abacavir
"J05AF07, Tenofovirdisoproxil",Tenofovirdisoproxil
"J05AF08, Adefovirdipivoxil",Adefovirdipivoxil
"J05AF09, Emtricitabine",Emtricitabine
"J05AF10, Entecavir",Entecavir
"J05AF11, Telbivudine",Telbivudine
"J05AF12, Clevudine",Clevudine
"J05AG, Non-nucleosidereversetranscriptaseinhibitors",Non-nucleosidereversetranscriptaseinhibitors
"J05AG01, Nevirapine",Nevirapine
"J05AG02, Delavirdine",Delavirdine
"J05AG03, Efavirenz",Efavirenz
"J05AG04, Etravirine",Etravirine
"J05AG05, Rilpivirine",Rilpivirine
"J05AH, Neuraminidaseinhibitors",Neuraminidaseinhibitors
"J05AH01, Zanamivir",Zanamivir
"J05AH02, Oseltamivir",Oseltamivir
"J05AP, AntiviralsfortreatmentofHCVinfections",AntiviralsfortreatmentofHCVinfections
"J05AP56, Sofosbuvir,velpatasvirandvoxilaprevir","Sofosbuvir,velpatasvirandvoxilaprevir"
"J05AR, AntiviralsfortreatmentofHIVinfections,combinations","AntiviralsfortreatmentofHIVinfections,combinations"
"J05AR01, Zidovudineandlamivudine",Zidovudineandlamivudine
"J05AR02, Lamivudineandabacavir",Lamivudineandabacavir
"J05AR03, Tenofovirdisoproxilandemtricitabine",Tenofovirdisoproxilandemtricitabine
"J05AR04, Zidovudine,lamivudineandabacavir","Zidovudine,lamivudineandabacavir"
"J05AR05, Zidovudine,lamivudineandnevirapine","Zidovudine,lamivudineandnevirapine"
"J05AR06, Emtricitabine,tenofovirdisoproxilandefavirenz","Emtricitabine,tenofovirdisoproxilandefavirenz"
"J05AR07, Stavudine,lamivudineandnevirapine","Stavudine,lamivudineandnevirapine"
"J05AR08, Emtricitabine,tenofovirdisoproxilandrilpivirine","Emtricitabine,tenofovirdisoproxilandrilpivirine"
"J05AR09, Emtricitabine,tenofovirdisoproxil,elvitegravirandcobicistat","Emtricitabine,tenofovirdisoproxil,elvitegravirandcobicistat"
"J05AR10, Lopinavirandritonavir",Lopinavirandritonavir
"J05AR11, Lamivudine,tenofovirdisoproxilandefavirenz","Lamivudine,tenofovirdisoproxilandefavirenz"
"J05AR12, Lamivudineandtenofovirdisoproxil",Lamivudineandtenofovirdisoproxil
"J05AR13, Lamivudine,abacaviranddolutegravir","Lamivudine,abacaviranddolutegravir"
"J05AR14, Darunavirandcobicistat",Darunavirandcobicistat
"J05AX, Otherantivirals",Otherantivirals
"J05AX01, Moroxydine",Moroxydine
"J05AX02, Lysozyme",Lysozyme
"J05AX05, Inosinepranobex",Inosinepranobex
"J05AX06, Pleconaril",Pleconaril
"J05AX07, Enfuvirtide",Enfuvirtide
"J05AX08, Raltegravir",Raltegravir
"J05AX09, Maraviroc",Maraviroc
"J05AX10, Maribavir",Maribavir
"J05AX11, Elvitegravir",Elvitegravir
"J05AX12, Dolutegravir",Dolutegravir
"J05AX13, Umifenovir",Umifenovir
"J05AX14, Daclatasvir",Daclatasvir
"J05AX15, Sofosbuvir",Sofosbuvir
"J05AX68, ElbasvirandGrazoprevir",ElbasvirandGrazoprevir
"J06, Immune sera and immunoglobulins",Immune sera and immunoglobulins
"J06AA, Immune sera",Immune sera
"J06AA01, Diphtheriaantitoxin",Diphtheriaantitoxin
"J06AA02, Tetanusantitoxin",Tetanusantitoxin
"J06AA03, Snakevenomantiserum",Snakevenomantiserum
"J06AA04, Botulinumantitoxin",Botulinumantitoxin
"J06AA05, Gas-gangrenesera",Gas-gangrenesera
"J06AA06, Rabiesserum",Rabiesserum
"J06B, Immunoglobulins",Immunoglobulins
"J06BA, Immunoglobulins,normalhuman","Immunoglobulins,normalhuman"
"J06BA01, Immunoglobulins,normalhuman,forextravascularadministration","Immunoglobulins,normalhuman,forextravascularadministration"
"J06BA02, Immunoglobulins,normalhuman,forintravascularadministration","Immunoglobulins,normalhuman,forintravascularadministration"
"J06BB, Specificimmunoglobulins",Specificimmunoglobulins
"J06BB01, Anti-D(rh)immunoglobulin",Anti-D(rh)immunoglobulin
"J06BB02, Tetanusimmunoglobulin",Tetanusimmunoglobulin
"J06BB03, Varicella/zosterimmunoglobulin",Varicella/zosterimmunoglobulin
"J06BB04, HepatitisBimmunoglobulin",HepatitisBimmunoglobulin
"J06BB05, Rabiesimmunoglobulin",Rabiesimmunoglobulin
"J06BB06, Rubellaimmunoglobulin",Rubellaimmunoglobulin
"J06BB07, Vacciniaimmunoglobulin",Vacciniaimmunoglobulin
"J06BB08, Staphylococcusimmunoglobulin",Staphylococcusimmunoglobulin
"J06BB09, Cytomegalovirusimmunoglobulin",Cytomegalovirusimmunoglobulin
"J06BB10, Diphtheriaimmunoglobulin",Diphtheriaimmunoglobulin
"J06BB11, HepatitisAimmunoglobulin",HepatitisAimmunoglobulin
"J06BB12, Encephalitis,tickborneimmunoglobulin","Encephalitis,tickborneimmunoglobulin"
"J06BB13, Pertussisimmunoglobulin",Pertussisimmunoglobulin
"J06BB14, Morbilliimmunoglobulin",Morbilliimmunoglobulin
"J06BB15, Parotitisimmunoglobulin",Parotitisimmunoglobulin
"J06BB16, Palivizumab",Palivizumab
"J06BB17, Motavizumab",Motavizumab
"J06BB18, Raxibacumab",Raxibacumab
"J06BB19, Anthraximmunoglobulin",Anthraximmunoglobulin
"J06BB30, Combinations",Combinations
"J06BC, Otherimmunoglobulins",Otherimmunoglobulins
"J06BC01, Nebacumab",Nebacumab
"J07, Vaccines",Vaccines
"J07A, Bacterial vaccines",Bacterial vaccines
"J07AC, Anthraxvaccines",Anthraxvaccines
"J07AC01, Anthraxantigen",Anthraxantigen
"J07AD, Brucellosisvaccines",Brucellosisvaccines
"J07AD01, Brucellaantigen",Brucellaantigen
"J07AE, Choleravaccines",Choleravaccines
"J07AE01, Cholera,inactivated,wholecell","Cholera,inactivated,wholecell"
"J07AE02, Cholera,liveattenuated","Cholera,liveattenuated"
"J07AE51, Cholera,combinationswithtyphoidvaccine,inactivated,wholecell","Cholera,combinationswithtyphoidvaccine,inactivated,wholecell"
"J07AF, Diphtheriavaccines",Diphtheriavaccines
"J07AF01, Diphtheriatoxoid",Diphtheriatoxoid
"J07AG, HaemophilusinfluenzaeBvaccine",HaemophilusinfluenzaeBvaccine
"J07AG01, Hib,purifiedantigenconjugated","Hib,purifiedantigenconjugated"
"J07AG51, Hib,combinationswithtoxoids","Hib,combinationswithtoxoids"
"J07AG52, Hib,combinationswithpertussisandtoxoids","Hib,combinationswithpertussisandtoxoids"
"J07AG53, Hib,combinationswithmeningococcusC,conjugated","Hib,combinationswithmeningococcusC,conjugated"
"J07AH, Meningococcalvaccines",Meningococcalvaccines
"J07AH01, MeningococcusA,purifiedpolysaccharidesantigen","MeningococcusA,purifiedpolysaccharidesantigen"
"J07AH02, Othermeningococcalmonovalentpurifiedpolysaccharidesantigen",Othermeningococcalmonovalentpurifiedpolysaccharidesantigen
"J07AH03, MeningococcusA,C,bivalentpurifiedpolysaccharidesantigen","MeningococcusA,C,bivalentpurifiedpolysaccharidesantigen"
"J07AH04, MeningococcusA,C,Y,W-135,tetravalentpurifiedpolysaccharidesantigen","MeningococcusA,C,Y,W-135,tetravalentpurifiedpolysaccharidesantigen"
"J07AH05, Othermeningococcalpolyvalentpurifiedpolysaccharidesantigen",Othermeningococcalpolyvalentpurifiedpolysaccharidesantigen
"J07AH06, MeningococcusB,outermembranevesiclevaccine","MeningococcusB,outermembranevesiclevaccine"
"J07AH07, MeningococcusC,purifiedpolysaccharidesantigenconjugated","MeningococcusC,purifiedpolysaccharidesantigenconjugated"
"J07AH08, MeningococcusA,C,Y,W-135,tetravalentpurifiedpolysaccharidesantigenconjugated","MeningococcusA,C,Y,W-135,tetravalentpurifiedpolysaccharidesantigenconjugated"
"J07AH09, MeningococcusB,multicomponentvaccine","MeningococcusB,multicomponentvaccine"
"J07AH10, MeningococcusA,purifiedpolysaccharidesantigenconjugated","MeningococcusA,purifiedpolysaccharidesantigenconjugated"
"J07AJ, Pertussisvaccines",Pertussisvaccines
"J07AJ01, Pertussis,inactivated,wholecell","Pertussis,inactivated,wholecell"
"J07AJ02, Pertussis,purifiedantigen","Pertussis,purifiedantigen"
"J07AJ51, Pertussis,inactivated,wholecell,combinationswithtoxoids","Pertussis,inactivated,wholecell,combinationswithtoxoids"
"J07AJ52, Pertussis,purifiedantigen,combinationswithtoxoids","Pertussis,purifiedantigen,combinationswithtoxoids"
"J07AK, Plaguevaccines",Plaguevaccines
"J07AK01, Plague,inactivated,wholecell","Plague,inactivated,wholecell"
"J07AL, Pneumococcalvaccines",Pneumococcalvaccines
"J07AL01, Pneumococcus,purifiedpolysaccharidesantigen","Pneumococcus,purifiedpolysaccharidesantigen"
"J07AL02, Pneumococcus,purifiedpolysaccharidesantigenconjugated","Pneumococcus,purifiedpolysaccharidesantigenconjugated"
"J07AL52, PneumococcuspurifiedpolysaccharidesantigenandHaemophilusinfluenzae,conjugated","PneumococcuspurifiedpolysaccharidesantigenandHaemophilusinfluenzae,conjugated"
"J07AM, Tetanusvaccines",Tetanusvaccines
"J07AM01, Tetanustoxoid",Tetanustoxoid
"J07AM51, Tetanustoxoid,combinationswithdiphtheriatoxoid","Tetanustoxoid,combinationswithdiphtheriatoxoid"
"J07AM52, Tetanustoxoid,combinationswithtetanusimmunoglobulin","Tetanustoxoid,combinationswithtetanusimmunoglobulin"
"J07AN, Tuberculosisvaccines",Tuberculosisvaccines
"J07AN01, Tuberculosis,liveattenuated","Tuberculosis,liveattenuated"
"J07AP, Typhoidvaccines",Typhoidvaccines
"J07AP01, Typhoid,oral,liveattenuated","Typhoid,oral,liveattenuated"
"J07AP02, Typhoid,inactivated,wholecell","Typhoid,inactivated,wholecell"
"J07AP03, Typhoid,purifiedpolysaccharideantigen","Typhoid,purifiedpolysaccharideantigen"
"J07AP10, Typhoid,combinationswithparatyphitypes","Typhoid,combinationswithparatyphitypes"
"J07AR, Typhus(exanthematicus)vaccines",Typhus(exanthematicus)vaccines
"J07AR01, Typhusexanthematicus,inactivated,wholecell","Typhusexanthematicus,inactivated,wholecell"
"J07B, Viral vaccines",Viral vaccines
"J07BA, Encephalitisvaccines",Encephalitisvaccines
"J07BA01, Encephalitis,tickborne,inactivated,wholevirus","Encephalitis,tickborne,inactivated,wholevirus"
"J07BA02, Encephalitis,Japanese,inactivated,wholevirus","Encephalitis,Japanese,inactivated,wholevirus"
"J07BA03, Encephalitis,Japanese,liveattenuated","Encephalitis,Japanese,liveattenuated"
"J07BB, Influenzavaccines",Influenzavaccines
"J07BB01, Influenza,inactivated,wholevirus","Influenza,inactivated,wholevirus"
"J07BB02, Influenza,purifiedantigen","Influenza,purifiedantigen"
"J07BB03, Influenza,liveattenuated","Influenza,liveattenuated"
"J07BC, Hepatitisvaccines",Hepatitisvaccines
"J07BC01, HepatitisB,purifiedantigen","HepatitisB,purifiedantigen"
"J07BC02, HepatitisA,inactivated,wholevirus","HepatitisA,inactivated,wholevirus"
"J07BC20, Combinations",Combinations
"J07BD, Measlesvaccines",Measlesvaccines
"J07BD01, Measles,liveattenuated","Measles,liveattenuated"
"J07BD51, Measles,combinationswithmumps,liveattenuated","Measles,combinationswithmumps,liveattenuated"
"J07BD52, Measles,combinationswithmumpsandrubella,liveattenuated","Measles,combinationswithmumpsandrubella,liveattenuated"
"J07BD53, Measles,combinationswithrubella,liveattenuated","Measles,combinationswithrubella,liveattenuated"
"J07BD54, Measles,combinationswithmumps,rubellaandvaricella,liveattenuated","Measles,combinationswithmumps,rubellaandvaricella,liveattenuated"
"J07BE, Mumpsvaccines",Mumpsvaccines
"J07BE01, Mumps,liveattenuated","Mumps,liveattenuated"
"J07BF, Poliomyelitisvaccines",Poliomyelitisvaccines
"J07BF01, Poliomyelitisoral,monovalentliveattenuated","Poliomyelitisoral,monovalentliveattenuated"
"J07BF02, Poliomyelitisoral,trivalent,liveattenuated","Poliomyelitisoral,trivalent,liveattenuated"
"J07BF03, Poliomyelitis,trivalent,inactivated,wholevirus","Poliomyelitis,trivalent,inactivated,wholevirus"
"J07BF04, Poliomyelitisoral,bivalent,liveattenuated","Poliomyelitisoral,bivalent,liveattenuated"
"J07BG, Rabiesvaccines",Rabiesvaccines
"J07BG01, Rabies,inactivated,wholevirus","Rabies,inactivated,wholevirus"
"J07BH, Rotavirusdiarrheavaccines",Rotavirusdiarrheavaccines
"J07BH01, Rotavirus,liveattenuated","Rotavirus,liveattenuated"
"J07BH02, Rotavirus,pentavalent,live,reassorted","Rotavirus,pentavalent,live,reassorted"
"J07BJ, Rubellavaccines",Rubellavaccines
"J07BJ01, Rubella,liveattenuated","Rubella,liveattenuated"
"J07BJ51, Rubella,combinationswithmumps,liveattenuated","Rubella,combinationswithmumps,liveattenuated"
"J07BK, Varicellazostervaccines",Varicellazostervaccines
"J07BK01, Varicella,liveattenuated","Varicella,liveattenuated"
"J07BK02, Zoster,liveattenuated","Zoster,liveattenuated"
"J07BL, Yellowfevervaccines",Yellowfevervaccines
"J07BL01, Yellowfever,liveattenuated","Yellowfever,liveattenuated"
"J07BM, Papillomavirusvaccines",Papillomavirusvaccines
"J07BM01, Papillomavirus(humantypes6,11,16,18)","Papillomavirus(humantypes6,11,16,18)"
"J07BM02, Papillomavirus(humantypes16,18)","Papillomavirus(humantypes16,18)"
"J07BM03, Papillomavirus(humantypes6,11,16,18,31,33,45,52,58)","Papillomavirus(humantypes6,11,16,18,31,33,45,52,58)"
"J07BX, Otherviralvaccines",Otherviralvaccines
"J07BX01, Smallpox,liveattenuated","Smallpox,liveattenuated"
"J07CA, Bacterial and viral vaccines",Bacterial and viral vaccines
"J07CA01, Diphtheria-poliomyelitis-tetanus",Diphtheria-poliomyelitis-tetanus
"J07CA02, Diphtheria-pertussis-poliomyelitis-tetanus",Diphtheria-pertussis-poliomyelitis-tetanus
"J07CA03, Diphtheria-rubella-tetanus",Diphtheria-rubella-tetanus
"J07CA04, HemophilusinfluenzaeBandpoliomyelitis",HemophilusinfluenzaeBandpoliomyelitis
"J07CA05, Diphtheria-hepatitisB-pertussis-tetanus",Diphtheria-hepatitisB-pertussis-tetanus
"J07CA06, Diphtheria-hemophilusinfluenzaeB-pertussis-poliomyelitis-tetanus",Diphtheria-hemophilusinfluenzaeB-pertussis-poliomyelitis-tetanus
"J07CA07, Diphtheria-hepatitisB-tetanus",Diphtheria-hepatitisB-tetanus
"J07CA08, HemophilusinfluenzaeBandhepatitisB",HemophilusinfluenzaeBandhepatitisB
"J07CA09, Diphtheria-hemophilusinfluenzaeB-pertussis-poliomyelitis-tetanus-hepatitisB",Diphtheria-hemophilusinfluenzaeB-pertussis-poliomyelitis-tetanus-hepatitisB
"J07CA10, Typhoid-hepatitisA",Typhoid-hepatitisA
"J07CA11, Diphtheria-HemophilusinfluenzaeB-pertussis-tetanus-hepatitisB",Diphtheria-HemophilusinfluenzaeB-pertussis-tetanus-hepatitisB
"J07CA12, Diphtheria-pertussis-poliomyelitis-tetanus-hepatitisB",Diphtheria-pertussis-poliomyelitis-tetanus-hepatitisB
"J07CA13, Diphtheria-hemophilusinfluenzaeB-pertussis-tetanus-hepatitisB-meningococcusA+C",Diphtheria-hemophilusinfluenzaeB-pertussis-tetanus-hepatitisB-meningococcusA+C
"L01, Antineoplastic drugs",Antineoplastic drugs
"L01A, Alkylating agents list",Alkylating agents list
"L01AA, Nitrogenmustardanalogues",Nitrogenmustardanalogues
"L01AA01, Cyclophosphamide",Cyclophosphamide
"L01AA02, Chlorambucil",Chlorambucil
"L01AA03, Melphalan",Melphalan
"L01AA05, Chlormethine",Chlormethine
"L01AA06, Ifosfamide",Ifosfamide
"L01AA07, Trofosfamide",Trofosfamide
"L01AA08, Prednimustine",Prednimustine
"L01AA09, Bendamustine",Bendamustine
"L01AB, Alkylsulfonates",Alkylsulfonates
"L01AB01, Busulfan",Busulfan
"L01AB02, Treosulfan",Treosulfan
"L01AB03, Mannosulfan",Mannosulfan
"L01AC, Ethyleneimines",Ethyleneimines
"L01AC01, Thiotepa",Thiotepa
"L01AC02, Triaziquone",Triaziquone
"L01AC03, Carboquone",Carboquone
"L01AD, Nitrosoureas",Nitrosoureas
"L01AD01, Carmustine",Carmustine
"L01AD02, Lomustine",Lomustine
"L01AD03, Semustine",Semustine
"L01AD04, Streptozocin",Streptozocin
"L01AD05, Fotemustine",Fotemustine
"L01AD06, Nimustine",Nimustine
"L01AD07, Ranimustine",Ranimustine
"L01AG, Epoxides",Epoxides
"L01AG01, Etoglucid",Etoglucid
"L01AX, Otheralkylatingagents",Otheralkylatingagents
"L01AX01, Mitobronitol",Mitobronitol
"L01AX02, Pipobroman",Pipobroman
"L01AX03, Temozolomide",Temozolomide
"L01AX04, Dacarbazine",Dacarbazine
"L01B, Antimetabolites",Antimetabolites
"L01BA, Folicacidanalogues",Folicacidanalogues
"L01BA01, Methotrexate",Methotrexate
"L01BA03, Raltitrexed",Raltitrexed
"L01BA04, Pemetrexed",Pemetrexed
"L01BA05, Pralatrexate",Pralatrexate
"L01BB, Purineanalogues",Purineanalogues
"L01BB02, Mercaptopurine",Mercaptopurine
"L01BB03, Tioguanine",Tioguanine
"L01BB04, Cladribine",Cladribine
"L01BB05, Fludarabine",Fludarabine
"L01BB06, Clofarabine",Clofarabine
"L01BB07, Nelarabine",Nelarabine
"L01BC, Pyrimidineanalogues",Pyrimidineanalogues
"L01BC01, Cytarabine",Cytarabine
"L01BC02, Fluorouracil",Fluorouracil
"L01BC03, Tegafur",Tegafur
"L01BC04, Carmofur",Carmofur
"L01BC05, Gemcitabine",Gemcitabine
"L01BC06, Capecitabine",Capecitabine
"L01BC07, Azacitidine",Azacitidine
"L01BC08, Decitabine",Decitabine
"L01BC52, Fluorouracil,combinations","Fluorouracil,combinations"
"L01BC53, Tegafur,combinations","Tegafur,combinations"
"L01BC59, Trifluridine,combinations","Trifluridine,combinations"
"L01C, Plant alkaloids and other natural products",Plant alkaloids and other natural products
"L01CA, Vincaalkaloidsandanalogues",Vincaalkaloidsandanalogues
"L01CA01, Vinblastine",Vinblastine
"L01CA02, Vincristine",Vincristine
"L01CA03, Vindesine",Vindesine
"L01CA04, Vinorelbine",Vinorelbine
"L01CA05, Vinflunine",Vinflunine
"L01CA06, Vintafolide",Vintafolide
"L01CB, Podophyllotoxinderivatives",Podophyllotoxinderivatives
"L01CB01, Etoposide",Etoposide
"L01CB02, Teniposide",Teniposide
"L01CC, Colchicinederivatives",Colchicinederivatives
"L01CC01, Demecolcine",Demecolcine
"L01CD, Taxanes",Taxanes
"L01CD01, Paclitaxel",Paclitaxel
"L01CD02, Docetaxel",Docetaxel
"L01CD03, Paclitaxelpoliglumex",Paclitaxelpoliglumex
"L01CD04, Cabazitaxel",Cabazitaxel
"L01CX, Otherplantalkaloidsandnaturalproducts",Otherplantalkaloidsandnaturalproducts
"L01CX01, Trabectedin",Trabectedin
"L01D, Cytotoxic antibiotics and related substances",Cytotoxic antibiotics and related substances
"L01DA, Actinomycin",Actinomycin
"L01DA01, Dactinomycin",Dactinomycin
"L01DB, Anthracyclinesandrelatedsubstances",Anthracyclinesandrelatedsubstances
"L01DB01, Doxorubicin",Doxorubicin
"L01DB02, Daunorubicin",Daunorubicin
"L01DB03, Epirubicin",Epirubicin
"L01DB04, Aclarubicin",Aclarubicin
"L01DB05, Zorubicin",Zorubicin
"L01DB06, Idarubicin",Idarubicin
"L01DB07, Mitoxantrone",Mitoxantrone
"L01DB08, Pirarubicin",Pirarubicin
"L01DB09, Valrubicin",Valrubicin
"L01DB10, Amrubicin",Amrubicin
"L01DB11, Pixantrone",Pixantrone
"L01DC, Othercytotoxicantibiotics",Othercytotoxicantibiotics
"L01DC01, Bleomycin",Bleomycin
"L01DC02, Plicamycin",Plicamycin
"L01DC03, Mitomycin",Mitomycin
"L01DC04, Ixabepilone",Ixabepilone
"L01FF05, Atezolizumab",Atezolizumab
"L01X, Other antineoplastic agents",Other antineoplastic agents
"L01XA, Platinumcompounds",Platinumcompounds
"L01XA01, Cisplatin",Cisplatin
"L01XA02, Carboplatin",Carboplatin
"L01XA03, Oxaliplatin",Oxaliplatin
"L01XA04, Satraplatin",Satraplatin
"L01XA05, Polyplatillen",Polyplatillen
"L01XB, Methylhydrazines",Methylhydrazines
"L01XB01, Procarbazine",Procarbazine
"L01XC, Monoclonalantibodies",Monoclonalantibodies
"L01XC01, Edrecolomab",Edrecolomab
"L01XC02, Rituximab",Rituximab
"L01XC03, Trastuzumab",Trastuzumab
"L01XC05, Gemtuzumab",Gemtuzumab
"L01XC06, Cetuximab",Cetuximab
"L01XC07, Bevacizumab",Bevacizumab
"L01XC08, Panitumumab",Panitumumab
"L01XC09, Catumaxomab",Catumaxomab
"L01XC10, Ofatumumab",Ofatumumab
"L01XC11, Ipilimumab",Ipilimumab
"L01XC12, Brentuximabvedotin",Brentuximabvedotin
"L01XC13, Pertuzumab",Pertuzumab
"L01XC14, Trastuzumabemtansine",Trastuzumabemtansine
"L01XC15, Obinutuzumab",Obinutuzumab
"L01XC16, Dinutuximab",Dinutuximab
"L01XC17, Nivolumab",Nivolumab
"L01XC18, Pembrolizumab",Pembrolizumab
"L01XC19, Blinatumomab",Blinatumomab
"L01XC21, Ramucirumab",Ramucirumab
